item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,kpi_score,,inventory_value,days_of_inventory,inventory_coverage_days,stockout_risk,holding_cost_exposure,safety_stock,reorder_quantity,excess_inventory_flag,slow_moving_flag,fast_moving_flag,forecast_accuracy_gap,demand_growth_pct,supplier_id
ITM10895,Automotive,394,19,5,3,19.24,2.27,0.76,L79,B,36,1.73,164.8,1.08,4,0.78,915,8.37,0.43,2/12/24,32.28,0.566,,64931.2,20.47817048,85.43990087,Medium,425.52,6.4873963,0,YES,NO,NO,102.4,,SUP010
ITM10896,Electronics,470,80,12,9,14.72,6.78,0.65,L69,D,22,4.55,52.12,0.24,3,0.82,708,5.01,0.27,6/7/24,205.25,0.601,,24496.4,31.92934783,16.02923264,Medium,112.8,33.561,0,YES,NO,NO,102.21,,SUP008
ITM10897,Electronics,133,99,12,4,14.41,5.74,0.88,L100,B,51,0.9,187.58,1.31,8,0.7,96,7.48,0.69,2/10/24,131.8,0.487,,24948.14,9.229701596,7.063732929,Medium,174.23,18.942,0,NO,NO,NO,30.93,,SUP011
ITM10898,Electronics,291,39,3,3,9.56,2.46,0.25,L62,D,174,1.15,72.69,1.58,5,0.99,272,3.04,0.56,9/18/24,267.96,0.493,,21152.79,30.43933054,7.601880878,Medium,459.78,7.030394228,0,YES,YES,NO,201.04,,SUP007
ITM10899,Groceries,102,30,8,9,16.94,3.73,0.94,L60,B,30,3.36,42.65,0.4,9,0.86,207,10.93,0.31,4/14/24,266.8,0.56,,4350.3,6.021251476,2.676161919,Medium,40.8,18.4635,0,YES,NO,NO,148.22,,SUP012
ITM10900,Groceries,198,69,3,8,10.77,6.17,0.95,L56,A,140,4.33,38.15,0.95,1,0.93,96,6.18,0.63,3/20/24,218.83,0.679,,7553.7,18.38440111,6.333683681,Low,188.1,28.79480234,0,YES,NO,NO,143.44,,SUP012
ITM10901,Electronics,229,90,11,5,32.06,9.29,0.88,L94,C,145,0.93,45.58,1.51,0,0.78,850,8.59,0.99,10/1/24,257.6,0.718,,10437.82,7.142857143,6.222826087,Low,345.79,34.27556799,0,YES,NO,NO,33.18,,SUP008
ITM10902,Automotive,483,83,4,2,28.88,9.24,0.33,L76,C,79,3.8,95.03,0.14,0,0.92,771,9.46,0.26,6/16/24,277.53,0.748,,45899.49,16.72437673,12.18246676,Low,67.62,21.56109997,0,YES,NO,NO,75.37,,SUP008
ITM10903,Pharma,347,72,13,2,19.75,3.24,0.87,L35,D,154,3.84,109.21,0.16,0,0.87,582,12.71,0.41,7/19/24,177.43,0.809,,37895.87,17.56962025,13.68990588,Low,55.52,7.560385704,0,YES,NO,YES,39.18,,SUP002
ITM10904,Pharma,143,51,4,5,16.97,7.49,0.55,L42,C,19,3.12,183.62,1.39,8,0.83,400,2.14,0.63,10/27/24,291.85,0.422,,26257.66,8.426635239,3.429844098,Medium,198.77,27.6344461,0,YES,YES,NO,173.06,,SUP014
ITM10905,Apparel,132,60,9,6,12.64,7.87,0.64,L32,C,150,2.69,82.39,1.48,4,0.99,368,7.76,0.83,11/20/24,287.07,0.639,,10875.48,10.44303797,3.21872714,Medium,195.36,31.80784905,0,YES,NO,NO,198.59,,SUP015
ITM10906,Automotive,31,73,4,5,27.24,8.18,0.86,L12,B,115,1.94,51.32,1.71,3,0.85,280,13.52,0.22,11/28/24,41.87,0.563,,1590.92,1.138032305,5.182708383,High,53.01,30.18020949,42,NO,NO,YES,148.81,,SUP005
ITM10907,Groceries,145,85,12,8,46.03,5.92,0.13,L36,A,21,2.08,151.33,0.86,9,0.9,347,5.62,0.79,12/14/24,161.6,0.547,,21942.85,3.150119487,6.280940594,Medium,124.7,27.62807615,0,NO,NO,NO,160.61,,SUP005
ITM10908,Electronics,72,65,10,7,34.6,0.6,0.43,L58,C,137,3.53,35.58,0.84,4,0.7,494,7.22,0.31,11/25/24,43.2,0.534,,2561.76,2.080924855,11.66666667,Medium,60.48,2.619293798,0,NO,NO,NO,199,,SUP005
ITM10909,Apparel,350,89,8,5,37.48,7.74,0.83,L32,A,160,0.79,179.53,1.15,8,0.79,154,2.19,0.86,2/3/24,208.4,0.484,,62835.5,9.338313767,11.756238,Medium,402.5,28.55682414,0,YES,YES,NO,53.96,,SUP007
ITM10910,Pharma,408,50,9,3,41.88,1.51,0.83,L97,B,137,3.13,87.79,1.54,2,0.97,687,11.51,0.75,6/7/24,231.93,0.703,,35818.32,9.742120344,12.31406028,Low,628.32,4.315404587,0,YES,NO,NO,61.23,,SUP002
ITM10911,Groceries,302,41,9,7,18.23,1.61,0.86,L60,B,70,1.75,126.63,1.32,2,0.93,932,2.19,0.57,12/23/24,266.56,0.557,,38242.26,16.56609984,7.930672269,Low,398.64,7.028438358,0,YES,YES,NO,138.95,,SUP015
ITM10912,Groceries,159,24,8,5,4.08,6.25,0.25,L73,C,35,2.6,45.38,0.72,1,0.86,348,9.83,0.86,8/11/24,198.5,0.783,,7215.42,38.97058824,5.607052897,Low,114.48,23.05945102,0,YES,NO,NO,169.94,,SUP008
ITM10913,Electronics,420,71,12,2,31.51,9.84,0.74,L79,C,24,3.02,37.65,0.76,7,0.97,117,6.24,0.79,5/2/24,141.66,0.619,,15813,13.32910187,20.75391783,Medium,319.2,22.9611714,0,YES,NO,NO,78.91,,SUP004
ITM10914,Pharma,409,36,13,4,10.24,2.8,0.23,L86,B,31,4.49,161.78,1.55,6,0.85,587,5.73,0.81,1/30/24,55.22,0.533,,66168.02,39.94140625,51.84715683,Medium,633.95,9.24,0,YES,NO,NO,16.46,,SUP008
ITM10915,Automotive,116,37,11,3,28.88,6.64,0.81,L49,B,98,3.11,91.64,1.12,1,0.87,722,9.2,0.43,5/5/24,46.28,0.651,,10630.24,4.016620499,17.54537597,Low,129.92,18.97634865,0,YES,NO,NO,155.88,,SUP013
ITM10916,Groceries,24,90,11,8,37.24,3.38,0.32,L44,D,74,1.52,197.48,0.29,3,0.81,669,8.95,0.7,2/14/24,150.84,0.732,,4739.52,0.644468314,1.113762928,High,6.96,15.77413807,66,NO,NO,NO,109.84,,SUP007
ITM10917,Electronics,76,73,9,3,39.4,9.04,0.76,L4,D,163,0.86,109.62,0.39,6,0.89,850,6.68,0.31,8/10/24,251.44,0.57,,8331.12,1.92893401,2.115812918,Medium,29.64,25.83526985,0,NO,NO,NO,24.36,,SUP009
ITM10918,Automotive,431,68,11,9,15.79,6.14,0.51,L64,A,30,3.32,170.67,1.72,0,0.8,866,4.9,0.86,2/29/24,227.71,0.625,,73558.77,27.29575681,13.24930833,Low,741.32,30.393,0,YES,YES,NO,117.18,,SUP015
ITM10919,Pharma,353,67,12,6,26.11,2.47,0.99,L42,B,161,2.95,196.19,2,0,0.82,645,8.11,0.62,8/20/24,265.43,0.596,,69255.07,13.51972424,9.309422447,Low,706,9.982895447,0,YES,NO,NO,82.66,,SUP005
ITM10920,Groceries,88,11,5,4,31.43,2.99,0.62,L24,A,25,3.52,63.42,0.74,7,0.99,90,4.74,0.86,11/9/24,245.19,0.619,,5580.96,2.799872733,2.512337371,Medium,65.12,9.867,0,YES,YES,NO,25.18,,SUP008
ITM10921,Automotive,137,45,5,3,41.15,4.61,0.67,L63,B,169,2.57,162.17,0.83,5,0.73,249,2.44,0.37,11/7/24,69.59,0.47,,22217.29,3.329283111,13.78071562,Medium,113.71,13.17484447,0,YES,YES,NO,218.46,,SUP005
ITM10922,Automotive,395,80,3,9,38.31,1.66,0.43,L28,A,25,4.21,14.18,0.39,1,0.73,597,12.19,0.3,1/29/24,68.09,0.71,,5601.1,10.31062386,40.6080188,Low,154.05,8.217,0,YES,NO,YES,200.08,,SUP014
ITM10923,Automotive,78,22,7,5,49.41,1.25,0.76,L46,D,51,4.64,139.15,0.55,9,0.71,912,10.83,0.75,6/7/24,142.82,0.601,,10853.7,1.578627808,3.822993978,Medium,42.9,4.611890204,0,YES,NO,NO,203.05,,SUP008
ITM10924,Groceries,52,24,6,3,1.4,6.96,0.55,L34,B,169,0.68,151.59,0.91,9,0.8,424,2.18,0.25,12/7/24,65.44,0.368,,7882.68,37.14285714,5.562347188,Medium,47.32,19.89087147,0,YES,YES,NO,55.64,,SUP004
ITM10925,Groceries,337,98,4,3,22.44,4.37,0.12,L44,B,50,3.85,100.7,0.64,0,0.82,455,3.28,0.4,12/2/24,64.37,0.624,,33935.9,15.01782531,36.6475066,Low,215.68,12.48895235,0,YES,YES,NO,92.71,,SUP004
ITM10926,Apparel,69,96,11,3,13.55,7.4,0.65,L36,A,117,0.66,40.8,1.43,2,0.73,283,2.4,0.93,3/30/24,87.66,0.581,,2815.2,5.092250923,5.509924709,High,98.67,21.14834036,27,NO,YES,NO,7.19,,SUP002
ITM10927,Pharma,387,69,5,6,6.87,1.55,0.85,L77,A,134,2.5,127.18,1.12,3,0.86,557,12.07,0.31,3/2/24,16.54,0.623,,49218.66,56.33187773,163.7847642,Medium,433.44,6.264570017,0,YES,NO,YES,31.55,,SUP014
ITM10928,Electronics,38,31,10,3,45.66,6.29,0.31,L90,C,161,2.58,180.53,1.66,4,0.87,291,11.82,0.5,1/7/24,175.69,0.586,,6860.14,0.832238283,1.514030394,Medium,63.08,17.97608931,0,NO,NO,YES,143.93,,SUP011
ITM10929,Automotive,233,72,8,3,49.9,4.71,0.3,L36,C,22,3.63,186.95,1.48,9,0.93,992,6.71,0.96,12/28/24,125.02,0.539,,43559.35,4.669338677,13.04591265,Medium,344.84,13.46063285,0,YES,NO,NO,224.28,,SUP002
ITM10930,Apparel,216,99,7,6,9.85,1.05,0.65,L72,D,88,2.09,151.76,0.34,2,0.99,388,12.5,0.22,3/11/24,78.84,0.735,,32780.16,21.92893401,19.17808219,Low,73.44,4.243740979,0,YES,NO,YES,9.89,,SUP014
ITM10931,Electronics,398,84,3,9,2.88,5.68,0.84,L2,B,147,4.19,60.11,0.33,4,0.89,69,14.64,0.56,12/25/24,48.92,0.772,,23923.78,138.1944444,56.95012265,Medium,131.34,28.116,0,YES,NO,YES,28.76,,SUP003
ITM10932,Apparel,469,83,6,7,14.48,1.29,0.32,L67,B,51,2.04,175.36,1.8,6,0.73,904,14.59,0.83,1/6/24,142.2,0.607,,82243.84,32.38950276,23.08720113,Medium,844.2,5.631481666,0,YES,NO,YES,40.84,,SUP001
ITM10933,Groceries,497,34,5,4,41.91,8.36,0.94,L25,A,178,2.04,178.88,1.66,8,0.73,713,14.73,0.93,3/24/24,184.57,0.602,,88903.36,11.85874493,18.8492171,Medium,825.02,27.588,0,YES,NO,YES,108.8,,SUP006
ITM10934,Automotive,66,57,3,9,15.4,6.5,0.93,L11,D,130,1.5,79.78,0.99,4,0.93,943,12.85,0.79,9/11/24,292.25,0.736,,5265.48,4.285714286,1.580838323,Medium,65.34,32.175,0,NO,NO,YES,184.45,,SUP007
ITM10935,Electronics,186,52,14,8,3.79,5.79,0.28,L31,B,140,3.58,44.77,0.35,3,0.9,220,4.04,0.91,6/26/24,83.61,0.721,,8327.22,49.07651715,15.57229996,Medium,65.1,27.02137854,0,YES,YES,NO,57.08,,SUP005
ITM10936,Electronics,471,47,7,7,3.57,1.77,0.34,L93,D,25,0.84,176.19,1.81,9,0.75,265,1.8,0.23,9/24/24,17.64,0.259,,82985.49,131.9327731,186.9047619,Medium,852.51,7.726916704,0,YES,YES,NO,7.35,,SUP015
ITM10937,Electronics,308,50,8,2,21.94,3.23,0.73,L53,C,53,2.13,178.17,0.54,8,0.78,917,12.36,0.28,9/21/24,223.44,0.563,,54876.36,14.03828624,9.649122807,Medium,166.32,7.537051181,0,YES,NO,YES,69.86,,SUP014
ITM10938,Electronics,160,54,4,6,46.66,5.18,0.96,L63,A,167,1.7,29.17,0.17,7,0.93,890,5.32,0.79,5/12/24,78.2,0.658,,4667.2,3.429061294,14.32225064,Medium,27.2,20.93578883,0,YES,NO,NO,248.42,,SUP014
ITM10939,Electronics,103,97,5,6,15.01,6.52,0.74,L72,B,130,1.53,193.73,1.86,4,0.87,793,5.73,0.8,3/26/24,150.44,0.544,,19954.19,6.862091939,4.792608349,Medium,191.58,26.35161065,0,NO,NO,NO,45.37,,SUP011
ITM10940,Apparel,201,49,13,3,21.93,2.24,0.5,L98,A,174,0.77,111.29,1.64,8,0.88,65,2.02,0.68,7/9/24,244.39,0.415,,22369.29,9.165526676,5.757191374,Medium,329.64,6.401659785,0,YES,YES,NO,90.88,,SUP005
ITM10941,Automotive,410,26,8,3,5.99,0.58,0.25,L31,C,33,1.36,198.81,1.42,8,0.76,332,11.01,0.78,3/5/24,20.72,0.553,,81512.1,68.44741235,138.5135135,Medium,582.2,1.657572623,0,YES,NO,NO,21.21,,SUP012
ITM10942,Groceries,98,97,6,8,25.19,3.78,0.51,L89,D,35,2.51,94.55,0.16,0,0.89,350,7.03,0.89,5/17/24,51.04,0.834,,9265.9,3.890432711,13.44043887,Low,15.68,17.64089998,0,NO,NO,NO,125.29,,SUP009
ITM10943,Groceries,234,66,11,2,35.13,5.09,0.65,L61,D,67,2.77,111.32,1.1,5,0.93,214,3.86,0.64,3/1/24,38.47,0.555,,26048.88,6.660973527,42.5786327,Medium,257.4,11.8772726,0,YES,YES,NO,207.44,,SUP002
ITM10944,Groceries,33,11,7,3,14.29,2.25,0.4,L83,C,18,1.71,60.56,1.34,4,0.97,830,10.13,0.96,1/16/24,77.78,0.707,,1998.48,2.309307208,2.969915145,Medium,44.22,6.430238623,0,YES,NO,NO,22.25,,SUP004
ITM10945,Groceries,234,71,6,5,15.54,5.18,0.56,L92,C,135,3.43,180.8,1.54,5,0.92,740,14.72,0.76,6/20/24,60.18,0.678,,42307.2,15.05791506,27.21834497,Medium,360.36,19.111673,0,YES,NO,YES,48.6,,SUP012
ITM10946,Apparel,422,97,4,3,42.26,3.72,0.22,L63,B,28,2.01,94.31,1,9,0.87,307,7.98,0.58,8/7/24,101.81,0.516,,39798.82,9.985802177,29.01483155,Medium,422,10.63132786,0,YES,NO,NO,194.01,,SUP004
ITM10947,Pharma,147,18,8,3,1.51,4.82,0.51,L58,B,37,2.15,164.78,1.91,2,0.9,637,9.49,0.54,5/19/24,226.43,0.584,,24222.66,97.35099338,4.544450824,Low,280.77,13.77500007,0,YES,NO,NO,215.86,,SUP003
ITM10948,Automotive,329,77,12,5,32.19,3.8,0.18,L3,B,144,4.02,25.15,0.57,2,0.85,666,3.28,0.8,9/25/24,22.28,0.677,,8274.35,10.22056539,103.3662478,Low,187.53,14.02014622,0,YES,YES,NO,203.05,,SUP006
ITM10949,Electronics,496,90,4,2,20.3,6.47,0.14,L12,B,54,2.98,159.77,0.23,9,0.77,402,3.25,0.7,2/2/24,31.39,0.534,,79245.92,24.43349754,110.608474,Medium,114.08,15.09743689,0,YES,YES,NO,110.71,,SUP013
ITM10950,Pharma,267,26,14,5,15.62,0.91,0.87,L38,B,137,4.79,103.15,0.73,4,0.96,136,7.42,0.85,5/14/24,173.65,0.708,,27541.05,17.09346991,10.76302908,Medium,194.91,3.357456068,0,YES,NO,NO,64.31,,SUP010
ITM10951,Groceries,423,59,9,6,33.22,2.12,0.28,L29,D,103,2.12,11.03,1.36,6,0.86,876,12.83,0.82,12/30/24,160.88,0.651,,4665.69,12.7332932,18.40502238,Medium,575.28,8.56831512,0,YES,NO,YES,71.66,,SUP009
ITM10952,Pharma,48,49,5,5,41.9,4.61,0.62,L52,B,174,4.23,52.99,1.5,3,0.88,575,13.73,0.62,10/22/24,147.48,0.673,,2543.52,1.145584726,2.27827502,High,72,17.00865107,1,NO,NO,YES,145.82,,SUP004
ITM10953,Automotive,299,67,11,4,28.36,3.88,0.23,L89,C,25,3.82,46.81,1.5,5,1,920,9.98,0.96,11/17/24,159.61,0.675,,13996.19,10.54301834,13.11321346,Medium,448.5,12.804,0,YES,NO,NO,38.91,,SUP012
ITM10954,Electronics,357,84,13,6,2.52,4.22,0.34,L32,C,14,4.51,152.84,0.31,4,1,994,6.05,0.76,2/9/24,225.19,0.722,,54563.88,141.6666667,11.09729562,Medium,110.67,17.05579708,0,YES,NO,NO,207.55,,SUP002
ITM10955,Electronics,338,94,7,3,23.61,8.14,0.43,L40,B,166,4.81,100.67,1.78,1,0.88,847,11.5,0.36,9/11/24,177.07,0.603,,34026.46,14.31596781,13.36194725,Low,601.64,23.2631744,0,YES,NO,NO,11.8,,SUP007
ITM10956,Automotive,221,30,10,8,23.68,8.92,0.23,L85,C,61,0.53,40.35,0.63,0,0.71,808,5.09,0.69,8/21/24,142.52,0.685,,8917.35,9.33277027,10.8546169,Low,139.23,41.62879042,0,YES,NO,NO,23.24,,SUP005
ITM10957,Automotive,380,27,13,6,27.65,2.86,0.14,L75,A,160,0.9,58.79,0.5,5,0.82,927,4.07,0.36,9/18/24,33.71,0.54,,22340.2,13.74321881,78.90833581,Medium,190,11.5591421,0,YES,YES,NO,159.84,,SUP002
ITM10958,Groceries,76,64,8,2,33.88,8.45,0.89,L48,D,15,3.53,105.77,1.27,4,0.98,802,12.14,0.65,7/3/24,292.68,0.681,,8038.52,2.243211334,1.817684844,Medium,96.52,19.71767259,0,NO,NO,YES,55.52,,SUP011
ITM10959,Electronics,411,38,14,2,1.95,4.86,0.11,L61,D,173,2.26,13.73,0.5,8,0.79,915,11.52,0.83,1/29/24,79.41,0.668,,5643.03,210.7692308,36.22969399,Medium,205.5,11.34057856,0,YES,NO,NO,65.76,,SUP012
ITM10960,Pharma,237,33,12,5,25.6,3.1,0.16,L71,B,170,4.19,90.58,1.07,6,1,58,13.35,0.85,9/12/24,262.06,0.721,,21467.46,9.2578125,6.33061131,Medium,253.59,11.4374877,0,YES,NO,YES,82.86,,SUP011
ITM10961,Apparel,81,83,10,6,29.83,9.86,0.82,L68,A,58,0.55,138.83,0.87,0,0.73,512,9.07,0.72,10/17/24,119.9,0.724,,11245.23,2.715387194,4.728940784,High,70.47,39.85074863,2,NO,NO,NO,88.91,,SUP003
ITM10962,Apparel,176,26,13,3,17.82,8.34,0.35,L45,B,178,4.13,108.37,0.54,9,0.87,585,13.55,0.83,3/26/24,208.34,0.687,,19073.12,9.87654321,5.913410771,Medium,95.04,23.83475116,0,YES,NO,YES,83.6,,SUP009
ITM10963,Automotive,221,27,14,2,33.75,9.95,0.75,L55,B,89,1.11,123.64,0.65,5,0.85,673,1.37,0.58,7/7/24,141.7,0.539,,27324.44,6.548148148,10.91743119,Medium,143.65,23.21785116,0,YES,YES,NO,94.55,,SUP008
ITM10964,Groceries,36,51,5,7,12.18,2.1,0.23,L96,C,107,1.81,72.06,0.91,6,0.78,346,4.55,0.64,3/21/24,112.71,0.534,,2594.16,2.955665025,2.235826457,High,32.76,9.167528293,15,NO,YES,NO,27.45,,SUP007
ITM10965,Apparel,341,93,5,3,16.55,1.87,0.31,L71,D,116,4.86,44.78,0.76,2,0.98,266,12.26,0.9,5/10/24,188.15,0.823,,15269.98,20.60422961,12.68668615,Low,259.16,5.344242767,0,YES,NO,YES,72.3,,SUP013
ITM10966,Electronics,25,54,7,7,48.18,5.28,0.62,L43,A,163,0.73,163.85,0.82,8,0.89,277,6.93,0.59,2/22/24,165.47,0.546,,4096.25,0.518887505,1.057593521,High,20.5,23.04978542,29,NO,NO,NO,171.79,,SUP003
ITM10967,Automotive,77,91,13,4,18.06,6.57,0.99,L46,C,46,2.07,182.07,1.5,1,0.77,81,4.35,0.48,10/20/24,77.41,0.538,,14019.39,4.263565891,6.962924687,High,115.5,21.681,14,NO,YES,NO,49.01,,SUP002
ITM10968,Pharma,344,26,12,7,17.98,2.13,0.17,L90,D,125,0.88,107.04,0.42,0,0.82,480,12.15,0.84,12/11/24,107.51,0.852,,36821.76,19.1323693,22.39791647,Low,144.48,9.298492983,0,YES,NO,YES,18.35,,SUP003
ITM10969,Automotive,431,82,5,9,30.19,8.67,0.46,L59,D,26,4.34,67.96,1.29,9,0.92,838,12.51,0.24,2/29/24,19.97,0.49,,29290.76,14.27625041,151.0766149,Medium,555.99,42.9165,0,YES,NO,YES,191.36,,SUP001
ITM10970,Pharma,337,23,10,2,48.58,5.55,0.14,L35,B,41,3.66,107.13,1.39,9,0.79,219,7.39,0.97,4/26/24,66.14,0.532,,36102.81,6.937011116,35.66676746,Medium,468.43,12.9506607,0,YES,NO,NO,273.92,,SUP011
ITM10971,Automotive,188,58,12,5,49.17,4.4,0.28,L40,A,165,4.1,177.01,1.62,8,0.96,280,7.53,0.47,9/17/24,107.39,0.464,,33277.88,3.823469595,12.25439985,Medium,304.56,16.23385352,0,YES,NO,NO,236.8,,SUP006
ITM10972,Automotive,472,38,14,4,29.4,6.22,0.92,L33,B,34,2.87,141.37,1.71,6,0.75,119,11.93,0.7,1/2/24,291.92,0.558,,66726.64,16.05442177,11.31816936,Medium,807.12,20.526,0,YES,NO,YES,86.12,,SUP015
ITM10973,Automotive,101,13,10,6,1.05,6.53,0.19,L30,C,31,2.11,173.14,0.4,9,0.78,160,11.8,0.75,1/23/24,162.86,0.643,,17487.14,96.19047619,4.34115191,Medium,40.4,26.39202723,0,YES,NO,YES,155.51,,SUP007
ITM10974,Pharma,493,91,4,3,45.13,0.91,0.87,L16,B,70,0.51,72.39,0.36,0,0.74,138,13.13,0.31,1/7/24,213.23,0.749,,35688.27,10.92399734,16.18440182,Low,177.48,2.600674288,0,YES,NO,YES,102.68,,SUP012
ITM10975,Pharma,487,29,14,2,28.94,10,0.26,L93,B,135,1.75,145.28,1.27,3,0.73,51,10.04,0.86,5/5/24,205.34,0.665,,70751.36,16.82791983,16.60173371,Medium,618.49,23.33452378,0,YES,NO,NO,2.76,,SUP006
ITM10976,Automotive,444,56,6,4,18.93,3.96,0.88,L25,D,53,2.82,134.08,1.54,9,0.79,976,3.6,0.66,1/24/24,294.46,0.404,,59531.52,23.4548336,10.55491408,Medium,683.76,13.068,0,YES,YES,NO,161.95,,SUP009
ITM10977,Apparel,452,18,12,4,41.63,1.08,0.58,L41,D,111,3.49,118.61,0.62,2,1,105,8.7,0.46,8/29/24,171.14,0.706,,53611.72,10.85755465,18.48778778,Low,280.24,3.564,0,YES,NO,NO,120.27,,SUP005
ITM10978,Groceries,238,86,3,9,20.59,8.6,0.89,L16,C,29,1.53,110.36,1.1,6,0.73,719,6.35,0.88,7/5/24,179.79,0.577,,26265.68,11.55900923,9.266366316,Medium,261.8,42.57,0,YES,NO,NO,35.66,,SUP008
ITM10979,Groceries,196,88,6,2,2.67,9.93,0.24,L96,D,118,1.13,114.69,1.57,4,0.76,320,1.38,0.7,7/15/24,97.02,0.473,,22479.24,73.4082397,14.14141414,Medium,307.72,23.17118211,0,YES,YES,NO,78.33,,SUP013
ITM10980,Groceries,223,36,14,6,41.23,8.26,0.79,L69,D,97,1.41,171.44,1.56,8,0.78,323,3.75,0.83,3/17/24,191.57,0.456,,38231.12,5.408682998,8.148457483,Medium,347.88,33.3840957,0,YES,YES,NO,97.04,,SUP004
ITM10981,Pharma,90,24,13,6,27.75,8.59,0.71,L98,D,56,2.09,184.04,1.34,2,0.89,593,3.88,0.99,4/1/24,229.74,0.654,,16563.6,3.243243243,2.742230347,Low,120.6,34.71784287,0,YES,YES,NO,35.49,,SUP007
ITM10982,Pharma,406,28,6,5,17.57,6.45,0.59,L89,B,60,1.17,31.44,0.25,5,0.92,319,2.15,0.3,1/19/24,39.94,0.548,,12764.64,23.10756972,71.1567351,Medium,101.5,23.79735345,0,YES,YES,NO,83.05,,SUP008
ITM10983,Apparel,285,99,12,8,13.29,9.26,0.83,L24,A,48,1.21,118.07,0.2,9,0.93,239,7.35,0.8,10/10/24,149.24,0.644,,33649.95,21.44469526,13.36772983,Medium,57,43.21553804,0,YES,NO,NO,56.21,,SUP012
ITM10984,Groceries,117,61,11,7,30.1,0.84,0.68,L25,C,23,0.7,184.5,0.84,1,0.7,771,8.11,0.81,12/1/24,132.35,0.706,,21586.5,3.887043189,6.188137514,Low,98.28,3.667011317,0,NO,NO,NO,78.35,,SUP004
ITM10985,Groceries,364,35,5,6,11.19,7.78,0.89,L28,B,30,4.36,35.6,0.15,2,0.9,532,5.76,0.9,8/2/24,42.94,0.782,,12958.4,32.52904379,59.33861202,Low,54.6,31.44409983,0,YES,NO,NO,35.39,,SUP003
ITM10986,Automotive,310,98,4,9,16.87,6.87,0.44,L95,C,152,1.49,88.44,1.82,3,0.89,357,6.77,0.53,4/24/24,108.97,0.532,,27416.4,18.37581506,19.91373773,Medium,564.2,34.0065,0,YES,NO,NO,9.12,,SUP011
ITM10987,Pharma,227,35,11,5,32.19,0.97,0.63,L62,B,109,4.2,26.93,0.14,5,0.86,71,8.69,0.9,6/13/24,165.2,0.754,,6113.11,7.051879466,9.618644068,Medium,31.78,3.578826798,0,YES,NO,NO,60.13,,SUP011
ITM10988,Groceries,21,35,11,7,44.2,5.67,0.88,L36,C,106,2.47,31.56,0.16,0,0.81,63,2.69,0.71,5/7/24,198.46,0.724,,662.76,0.475113122,0.740703416,High,3.36,24.75232639,14,NO,YES,NO,110.94,,SUP009
ITM10989,Apparel,143,55,3,4,27.11,5.39,0.29,L93,D,10,3.35,181.78,0.41,5,0.94,535,8.87,0.26,8/1/24,93.78,0.617,,25994.54,5.274806345,10.67391768,Medium,58.63,17.787,0,YES,NO,NO,95.99,,SUP002
ITM10990,Apparel,299,58,8,2,38.2,7.07,0.54,L76,C,118,0.84,94.77,1.29,3,0.8,767,10.94,0.23,6/12/24,148.13,0.563,,28336.23,7.827225131,14.12948086,Medium,385.71,16.49750831,0,YES,NO,NO,119.27,,SUP004
ITM10991,Groceries,93,91,12,6,38.39,1.24,0.96,L98,A,91,3.13,140.86,1.13,7,0.77,595,13.25,0.59,5/18/24,222.88,0.596,,13099.98,2.422505861,2.920854271,Medium,105.09,5.011656014,0,NO,NO,YES,45.85,,SUP002
ITM10992,Pharma,185,62,10,5,33.55,8.15,0.53,L68,C,147,1.8,36.39,1.35,8,0.79,903,5.22,0.83,2/9/24,132.45,0.499,,6732.15,5.514157973,9.777274443,Medium,249.75,30.06952413,0,YES,NO,NO,102.4,,SUP003
ITM10993,Apparel,41,12,5,4,13.05,1.82,0.33,L77,A,160,0.93,14.17,1.8,7,0.83,513,11.46,0.51,10/19/24,282.82,0.501,,580.97,3.141762452,1.014779719,Medium,73.8,6.006,0,YES,NO,NO,191.47,,SUP014
ITM10994,Automotive,173,75,13,6,43.47,4.48,0.42,L37,C,27,4.59,179.19,0.96,7,0.76,617,9.48,0.88,7/9/24,18.9,0.618,,30999.87,3.979756154,64.07407407,Medium,166.08,18.10662818,0,YES,NO,NO,285.39,,SUP009
ITM10995,Apparel,446,51,11,3,22.38,8.87,0.9,L13,D,67,3.22,119.16,0.18,1,0.88,801,8.04,0.59,3/2/24,85.47,0.763,,53145.36,19.9285076,36.52743653,Low,80.28,25.34942959,0,YES,NO,NO,71.19,,SUP010
ITM10996,Electronics,458,28,4,8,3.17,5.83,0.96,L25,C,135,1.59,13.8,1.55,9,0.97,998,13.87,0.22,9/14/24,48.68,0.488,,6320.4,144.4794953,65.85866886,Medium,709.9,27.20805473,0,YES,NO,YES,26.49,,SUP014
ITM10997,Electronics,314,26,8,4,12.99,4.11,0.96,L38,B,82,2.39,198.54,1.64,1,0.88,482,9.68,0.98,12/10/24,166.97,0.717,,62341.56,24.17244034,13.16404144,Low,514.96,13.563,0,YES,NO,NO,76.04,,SUP010
