sales_order_id,customer_id,item_id,order_date,quantity_ordered,unit_price,sales_revenue,order_status
SO03900,CUST0471,ITM10661,2024-08-22,23,164.57,3785.11,Fulfilled
SO03901,CUST0040,ITM10511,2024-09-25,19,165.04,3135.76,Fulfilled
SO03902,CUST0312,ITM12267,2024-06-16,12,123.46,1481.52,Fulfilled
SO03903,CUST0372,ITM10161,2024-11-22,4,56.55,226.2,Fulfilled
SO03904,CUST0384,ITM12859,2024-02-10,11,186.12,2047.32,Backordered
SO03905,CUST0095,ITM11982,2024-06-03,14,190.98,2673.72,Fulfilled
SO03906,CUST0453,ITM11356,2024-05-11,24,26.0,624.0,Fulfilled
SO03907,CUST0407,ITM11940,2024-02-10,14,130.84,1831.76,Backordered
SO03908,CUST0156,ITM11978,2024-04-08,19,26.12,496.28,Fulfilled
SO03909,CUST0407,ITM12487,2024-11-11,17,132.14,2246.38,Fulfilled
SO03910,CUST0192,ITM13203,2024-05-04,23,39.88,917.24,Fulfilled
SO03911,CUST0479,ITM12221,2024-10-20,16,135.43,2166.88,Fulfilled
SO03912,CUST0399,ITM11572,2024-08-11,9,136.87,1231.83,Fulfilled
SO03913,CUST0024,ITM10133,2024-04-05,9,177.73,1599.57,Fulfilled
SO03914,CUST0348,ITM11979,2024-11-05,13,30.49,396.37,Backordered
SO03915,CUST0107,ITM10304,2024-05-25,9,169.14,1522.26,Fulfilled
SO03916,CUST0141,ITM12085,2024-01-10,14,138.5,1939.0,Fulfilled
SO03917,CUST0500,ITM10230,2024-05-16,15,126.36,1895.4,Fulfilled
SO03918,CUST0116,ITM10338,2024-11-21,11,124.22,1366.42,Fulfilled
SO03919,CUST0033,ITM10554,2024-01-10,23,68.25,1569.75,Fulfilled
SO03920,CUST0312,ITM12283,2024-11-09,10,99.15,991.5,Fulfilled
SO03921,CUST0305,ITM10298,2024-08-23,19,174.42,3313.98,Fulfilled
SO03922,CUST0477,ITM12353,2024-06-17,18,162.74,2929.32,Fulfilled
SO03923,CUST0164,ITM11531,2024-10-12,1,134.32,134.32,Fulfilled
SO03924,CUST0438,ITM13039,2024-06-26,15,88.23,1323.45,Fulfilled
SO03925,CUST0088,ITM11854,2024-09-12,7,94.31,660.17,Fulfilled
SO03926,CUST0017,ITM11847,2024-12-10,13,137.49,1787.37,Fulfilled
SO03927,CUST0324,ITM11877,2024-12-04,19,71.46,1357.74,Backordered
SO03928,CUST0043,ITM11399,2024-09-06,18,21.4,385.2,Cancelled
SO03929,CUST0190,ITM10050,2024-04-16,24,162.19,3892.56,Cancelled
SO03930,CUST0232,ITM12651,2024-06-04,10,136.21,1362.1,Fulfilled
SO03931,CUST0320,ITM10406,2024-12-11,15,94.92,1423.8,Fulfilled
SO03932,CUST0290,ITM12014,2024-10-26,6,71.54,429.24,Fulfilled
SO03933,CUST0012,ITM11239,2024-08-08,14,20.08,281.12,Cancelled
SO03934,CUST0121,ITM11177,2024-05-25,18,17.46,314.28,Fulfilled
SO03935,CUST0311,ITM11827,2024-07-11,18,44.97,809.46,Fulfilled
SO03936,CUST0109,ITM10161,2024-03-04,4,56.55,226.2,Fulfilled
SO03937,CUST0443,ITM12106,2024-02-26,19,96.16,1827.04,Fulfilled
SO03938,CUST0377,ITM10306,2024-03-22,25,191.52,4788.0,Fulfilled
SO03939,CUST0385,ITM13127,2024-07-24,18,21.15,380.7,Fulfilled
SO03940,CUST0143,ITM12586,2024-04-21,14,141.17,1976.38,Backordered
SO03941,CUST0055,ITM11118,2024-06-12,25,173.38,4334.5,Fulfilled
SO03942,CUST0391,ITM11392,2024-12-06,22,141.3,3108.6,Backordered
SO03943,CUST0273,ITM12484,2024-11-21,11,185.63,2041.93,Fulfilled
SO03944,CUST0254,ITM10947,2024-07-19,8,164.78,1318.24,Fulfilled
SO03945,CUST0231,ITM12640,2024-08-25,10,185.11,1851.1,Fulfilled
SO03946,CUST0002,ITM10002,2024-03-21,6,54.05,324.3,Fulfilled
SO03947,CUST0336,ITM12140,2024-09-29,11,179.57,1975.27,Fulfilled
SO03948,CUST0197,ITM10868,2024-03-29,22,57.44,1263.68,Backordered
SO03949,CUST0215,ITM12391,2024-10-24,21,72.85,1529.85,Fulfilled
SO03950,CUST0317,ITM11260,2024-07-29,7,16.16,113.12,Fulfilled
SO03951,CUST0258,ITM11363,2024-04-24,5,54.95,274.75,Fulfilled
SO03952,CUST0210,ITM10330,2024-02-11,20,76.29,1525.8,Fulfilled
SO03953,CUST0086,ITM10932,2024-01-12,11,175.36,1928.96,Fulfilled
SO03954,CUST0047,ITM11371,2024-10-18,21,94.0,1974.0,Fulfilled
SO03955,CUST0453,ITM12198,2024-07-08,1,72.27,72.27,Fulfilled
SO03956,CUST0443,ITM12331,2024-11-30,13,110.71,1439.23,Fulfilled
SO03957,CUST0371,ITM11840,2024-04-08,6,43.88,263.28,Fulfilled
SO03958,CUST0365,ITM11848,2024-05-02,6,54.4,326.4,Fulfilled
SO03959,CUST0034,ITM10222,2024-04-12,11,198.54,2183.94,Fulfilled
SO03960,CUST0236,ITM11957,2024-01-16,7,115.28,806.96,Fulfilled
SO03961,CUST0124,ITM12962,2024-05-05,22,68.85,1514.7,Fulfilled
SO03962,CUST0057,ITM11719,2024-03-31,15,186.13,2791.95,Fulfilled
SO03963,CUST0466,ITM11666,2024-11-05,11,61.24,673.64,Fulfilled
SO03964,CUST0493,ITM11432,2024-03-22,8,19.83,158.64,Fulfilled
SO03965,CUST0350,ITM10542,2024-02-05,1,12.04,12.04,Fulfilled
SO03966,CUST0241,ITM12454,2024-12-12,14,62.69,877.66,Fulfilled
SO03967,CUST0491,ITM10210,2024-07-16,3,82.96,248.88,Fulfilled
SO03968,CUST0367,ITM10370,2024-05-13,23,185.17,4258.91,Fulfilled
SO03969,CUST0366,ITM10527,2024-11-06,21,27.31,573.51,Cancelled
SO03970,CUST0372,ITM12097,2024-01-13,15,110.54,1658.1,Fulfilled
SO03971,CUST0425,ITM12480,2024-01-31,10,30.65,306.5,Fulfilled
SO03972,CUST0475,ITM10899,2024-01-21,12,42.65,511.8,Fulfilled
SO03973,CUST0220,ITM11929,2024-09-18,21,112.89,2370.69,Fulfilled
SO03974,CUST0135,ITM13131,2024-03-04,4,25.38,101.52,Fulfilled
SO03975,CUST0370,ITM11546,2024-10-23,25,59.51,1487.75,Fulfilled
SO03976,CUST0174,ITM10547,2024-03-27,12,22.01,264.12,Fulfilled
SO03977,CUST0108,ITM10448,2024-03-13,8,10.95,87.6,Fulfilled
SO03978,CUST0356,ITM12178,2024-05-15,4,22.26,89.04,Fulfilled
SO03979,CUST0252,ITM10725,2024-02-07,15,181.05,2715.75,Backordered
SO03980,CUST0152,ITM12528,2024-05-05,25,167.66,4191.5,Fulfilled
SO03981,CUST0231,ITM11155,2024-12-18,15,31.92,478.8,Fulfilled
SO03982,CUST0305,ITM10952,2024-12-24,9,52.99,476.91,Fulfilled
SO03983,CUST0268,ITM10415,2024-01-19,25,121.62,3040.5,Fulfilled
SO03984,CUST0190,ITM12263,2024-05-27,1,83.93,83.93,Fulfilled
SO03985,CUST0158,ITM10957,2024-10-15,12,58.79,705.48,Fulfilled
SO03986,CUST0244,ITM12937,2024-03-22,19,191.71,3642.49,Fulfilled
SO03987,CUST0080,ITM12922,2024-12-31,15,78.72,1180.8,Fulfilled
SO03988,CUST0150,ITM10831,2024-12-21,5,161.49,807.45,Fulfilled
SO03989,CUST0015,ITM12151,2024-07-15,9,101.33,911.97,Fulfilled
SO03990,CUST0300,ITM10505,2024-04-18,19,175.61,3336.59,Fulfilled
SO03991,CUST0261,ITM10170,2024-01-07,9,97.9,881.1,Fulfilled
SO03992,CUST0461,ITM12413,2024-09-21,13,94.37,1226.81,Fulfilled
SO03993,CUST0301,ITM11129,2024-03-28,12,60.25,723.0,Fulfilled
SO03994,CUST0194,ITM11667,2024-09-13,11,197.11,2168.21,Fulfilled
SO03995,CUST0269,ITM12667,2024-09-05,21,163.51,3433.71,Fulfilled
SO03996,CUST0195,ITM11438,2024-09-03,6,45.47,272.82,Fulfilled
SO03997,CUST0176,ITM11360,2024-01-08,22,103.35,2273.7,Backordered
SO03998,CUST0077,ITM11814,2024-04-25,10,21.08,210.8,Fulfilled
SO03999,CUST0405,ITM10346,2024-05-22,20,186.02,3720.4,Fulfilled
SO04000,CUST0256,ITM12116,2024-03-02,21,66.31,1392.51,Fulfilled
SO04001,CUST0465,ITM12759,2024-08-23,19,13.33,253.27,Backordered
SO04002,CUST0401,ITM11273,2024-01-07,24,157.76,3786.24,Fulfilled
SO04003,CUST0187,ITM12446,2024-09-25,8,158.82,1270.56,Fulfilled
SO04004,CUST0051,ITM12533,2024-12-06,2,30.24,60.48,Fulfilled
SO04005,CUST0284,ITM10875,2024-06-17,17,133.25,2265.25,Fulfilled
SO04006,CUST0041,ITM12712,2024-09-30,24,191.83,4603.92,Fulfilled
SO04007,CUST0127,ITM10171,2024-01-29,15,110.41,1656.15,Fulfilled
SO04008,CUST0094,ITM10944,2024-05-05,9,60.56,545.04,Fulfilled
SO04009,CUST0117,ITM12490,2024-12-19,21,96.72,2031.12,Fulfilled
SO04010,CUST0021,ITM11271,2024-12-19,23,15.21,349.83,Fulfilled
SO04011,CUST0047,ITM11957,2024-11-07,9,115.28,1037.52,Fulfilled
SO04012,CUST0033,ITM10128,2024-04-07,24,124.32,2983.68,Fulfilled
SO04013,CUST0107,ITM12798,2024-03-08,17,44.63,758.71,Fulfilled
SO04014,CUST0298,ITM10332,2024-04-26,8,24.01,192.08,Fulfilled
SO04015,CUST0452,ITM10628,2024-09-01,15,68.74,1031.1,Fulfilled
SO04016,CUST0038,ITM12235,2024-01-27,11,188.58,2074.38,Fulfilled
SO04017,CUST0043,ITM10093,2024-04-10,16,87.28,1396.48,Fulfilled
SO04018,CUST0302,ITM12017,2024-08-31,7,145.11,1015.77,Fulfilled
SO04019,CUST0292,ITM11697,2024-04-20,20,83.02,1660.4,Fulfilled
SO04020,CUST0464,ITM10660,2024-01-05,19,124.71,2369.49,Fulfilled
SO04021,CUST0399,ITM11586,2024-02-27,24,79.65,1911.6,Backordered
SO04022,CUST0326,ITM10304,2024-11-25,7,169.14,1183.98,Fulfilled
SO04023,CUST0001,ITM12481,2024-11-10,25,157.88,3947.0,Fulfilled
SO04024,CUST0139,ITM13178,2024-05-08,25,11.82,295.5,Fulfilled
SO04025,CUST0260,ITM10559,2024-09-09,21,92.58,1944.18,Fulfilled
SO04026,CUST0331,ITM13181,2024-09-04,17,38.93,661.81,Fulfilled
SO04027,CUST0128,ITM12098,2024-06-02,9,76.09,684.81,Fulfilled
SO04028,CUST0258,ITM12355,2024-06-23,9,53.96,485.64,Fulfilled
SO04029,CUST0388,ITM10973,2024-06-07,21,173.14,3635.94,Fulfilled
SO04030,CUST0458,ITM12510,2024-04-03,16,74.76,1196.16,Fulfilled
SO04031,CUST0092,ITM10679,2024-09-17,16,97.49,1559.84,Fulfilled
SO04032,CUST0156,ITM10556,2024-02-03,25,139.44,3486.0,Fulfilled
SO04033,CUST0352,ITM10491,2024-02-18,15,163.36,2450.4,Fulfilled
SO04034,CUST0056,ITM11354,2024-10-02,6,185.42,1112.52,Fulfilled
SO04035,CUST0157,ITM11245,2024-04-28,7,65.82,460.74,Fulfilled
SO04036,CUST0053,ITM10797,2024-06-12,25,81.29,2032.25,Fulfilled
SO04037,CUST0108,ITM10746,2024-12-16,10,122.24,1222.4,Backordered
SO04038,CUST0081,ITM12370,2024-10-19,22,97.34,2141.48,Fulfilled
SO04039,CUST0088,ITM10975,2024-04-08,25,145.28,3632.0,Fulfilled
SO04040,CUST0167,ITM12022,2024-03-21,20,60.53,1210.6,Fulfilled
SO04041,CUST0404,ITM13014,2024-09-21,16,89.63,1434.08,Fulfilled
SO04042,CUST0118,ITM12474,2024-08-01,25,164.35,4108.75,Fulfilled
SO04043,CUST0428,ITM11065,2024-05-14,16,66.15,1058.4,Backordered
SO04044,CUST0171,ITM11958,2024-06-04,12,125.74,1508.88,Fulfilled
SO04045,CUST0158,ITM10727,2024-06-30,24,110.38,2649.12,Fulfilled
SO04046,CUST0214,ITM11243,2024-08-05,19,196.62,3735.78,Fulfilled
SO04047,CUST0029,ITM10471,2024-01-03,25,186.71,4667.75,Backordered
SO04048,CUST0072,ITM12407,2024-07-28,12,142.89,1714.68,Fulfilled
SO04049,CUST0420,ITM11569,2024-08-21,25,76.98,1924.5,Fulfilled
SO04050,CUST0367,ITM11781,2024-12-26,7,41.36,289.52,Fulfilled
SO04051,CUST0013,ITM10020,2024-05-11,10,103.4,1034.0,Fulfilled
SO04052,CUST0167,ITM12222,2024-06-13,14,136.94,1917.16,Fulfilled
SO04053,CUST0409,ITM11078,2024-10-12,18,139.33,2507.94,Fulfilled
SO04054,CUST0439,ITM11342,2024-04-20,20,68.93,1378.6,Fulfilled
SO04055,CUST0083,ITM12805,2024-05-20,4,124.94,499.76,Fulfilled
SO04056,CUST0370,ITM13103,2024-06-15,24,21.37,512.88,Fulfilled
SO04057,CUST0485,ITM11916,2024-10-30,16,177.47,2839.52,Backordered
SO04058,CUST0353,ITM12479,2024-01-24,25,78.54,1963.5,Fulfilled
SO04059,CUST0311,ITM11491,2024-12-27,16,57.29,916.64,Fulfilled
SO04060,CUST0029,ITM12531,2024-10-27,13,173.09,2250.17,Fulfilled
SO04061,CUST0190,ITM12796,2024-11-23,11,73.59,809.49,Fulfilled
SO04062,CUST0069,ITM10579,2024-08-12,10,159.48,1594.8,Fulfilled
SO04063,CUST0376,ITM11827,2024-02-07,11,44.97,494.67,Cancelled
SO04064,CUST0302,ITM12780,2024-07-30,5,168.08,840.4,Fulfilled
SO04065,CUST0046,ITM11388,2024-06-02,19,114.78,2180.82,Fulfilled
SO04066,CUST0280,ITM12291,2024-08-12,8,70.84,566.72,Fulfilled
SO04067,CUST0419,ITM11116,2024-12-04,9,132.19,1189.71,Fulfilled
SO04068,CUST0396,ITM12309,2024-05-29,23,168.72,3880.56,Fulfilled
SO04069,CUST0161,ITM13177,2024-02-04,23,144.08,3313.84,Fulfilled
SO04070,CUST0453,ITM10742,2024-07-03,25,60.35,1508.75,Fulfilled
SO04071,CUST0117,ITM11845,2024-04-19,6,165.66,993.96,Fulfilled
SO04072,CUST0347,ITM10692,2024-08-23,12,121.44,1457.28,Fulfilled
SO04073,CUST0383,ITM11387,2024-12-26,9,86.83,781.47,Fulfilled
SO04074,CUST0211,ITM11538,2024-01-12,5,66.87,334.35,Fulfilled
SO04075,CUST0409,ITM11388,2024-08-06,13,114.78,1492.14,Fulfilled
SO04076,CUST0263,ITM11197,2024-01-25,17,147.92,2514.64,Fulfilled
SO04077,CUST0017,ITM11143,2024-07-10,1,28.55,28.55,Fulfilled
SO04078,CUST0252,ITM10457,2024-09-15,11,137.49,1512.39,Fulfilled
SO04079,CUST0035,ITM12127,2024-05-24,19,79.92,1518.48,Fulfilled
SO04080,CUST0286,ITM12172,2024-02-08,19,123.65,2349.35,Fulfilled
SO04081,CUST0263,ITM10574,2024-02-27,18,130.79,2354.22,Fulfilled
SO04082,CUST0313,ITM10338,2024-02-14,19,124.22,2360.18,Backordered
SO04083,CUST0393,ITM12527,2024-11-28,7,159.9,1119.3,Fulfilled
SO04084,CUST0239,ITM10878,2024-12-16,14,190.91,2672.74,Fulfilled
SO04085,CUST0170,ITM10356,2024-08-19,24,24.83,595.92,Fulfilled
SO04086,CUST0174,ITM11395,2024-02-07,6,95.79,574.74,Fulfilled
SO04087,CUST0379,ITM11756,2024-08-20,17,195.63,3325.71,Fulfilled
SO04088,CUST0151,ITM12862,2024-08-09,1,141.03,141.03,Fulfilled
SO04089,CUST0010,ITM11401,2024-01-04,20,37.49,749.8,Fulfilled
SO04090,CUST0078,ITM13169,2024-01-05,8,97.87,782.96,Fulfilled
SO04091,CUST0394,ITM11295,2024-05-12,8,22.53,180.24,Fulfilled
SO04092,CUST0341,ITM10272,2024-06-16,18,149.9,2698.2,Fulfilled
SO04093,CUST0474,ITM10007,2024-04-12,25,131.09,3277.25,Fulfilled
SO04094,CUST0079,ITM12067,2024-06-30,23,112.65,2590.95,Fulfilled
SO04095,CUST0158,ITM12700,2024-04-06,25,169.63,4240.75,Fulfilled
SO04096,CUST0309,ITM12897,2024-04-02,4,29.47,117.88,Fulfilled
SO04097,CUST0179,ITM12757,2024-01-21,25,70.98,1774.5,Fulfilled
SO04098,CUST0476,ITM11623,2024-02-05,11,171.37,1885.07,Fulfilled
SO04099,CUST0156,ITM10719,2024-04-27,22,94.78,2085.16,Fulfilled
SO04100,CUST0120,ITM12021,2024-03-24,14,167.23,2341.22,Cancelled
SO04101,CUST0071,ITM10288,2024-04-21,25,63.99,1599.75,Fulfilled
SO04102,CUST0193,ITM12310,2024-08-13,4,145.13,580.52,Fulfilled
SO04103,CUST0438,ITM13188,2024-01-14,15,148.7,2230.5,Fulfilled
SO04104,CUST0225,ITM12324,2024-04-16,13,85.7,1114.1,Fulfilled
SO04105,CUST0195,ITM10015,2024-07-23,7,197.96,1385.72,Fulfilled
SO04106,CUST0090,ITM12791,2024-10-29,4,141.73,566.92,Fulfilled
SO04107,CUST0063,ITM12032,2024-09-16,19,89.28,1696.32,Fulfilled
SO04108,CUST0482,ITM11687,2024-03-24,25,91.8,2295.0,Fulfilled
SO04109,CUST0384,ITM11490,2024-09-07,24,135.06,3241.44,Fulfilled
SO04110,CUST0047,ITM10915,2024-06-11,14,91.64,1282.96,Fulfilled
SO04111,CUST0261,ITM11195,2024-09-16,12,131.65,1579.8,Fulfilled
SO04112,CUST0195,ITM11494,2024-02-27,15,189.29,2839.35,Fulfilled
SO04113,CUST0052,ITM10441,2024-08-03,13,102.19,1328.47,Backordered
SO04114,CUST0429,ITM11319,2024-06-30,12,74.61,895.32,Backordered
SO04115,CUST0334,ITM12153,2024-02-03,14,132.95,1861.3,Backordered
SO04116,CUST0044,ITM10048,2024-06-02,8,43.59,348.72,Cancelled
SO04117,CUST0449,ITM10570,2024-11-29,21,75.2,1579.2,Fulfilled
SO04118,CUST0141,ITM11146,2024-08-29,1,58.97,58.97,Backordered
SO04119,CUST0434,ITM10200,2024-11-27,11,148.77,1636.47,Fulfilled
SO04120,CUST0066,ITM11718,2024-05-07,6,135.15,810.9,Fulfilled
SO04121,CUST0241,ITM12055,2024-09-22,5,98.17,490.85,Fulfilled
SO04122,CUST0108,ITM12242,2024-01-20,2,151.77,303.54,Fulfilled
SO04123,CUST0213,ITM11709,2024-12-04,10,166.61,1666.1,Fulfilled
SO04124,CUST0480,ITM12973,2024-03-21,14,67.75,948.5,Fulfilled
SO04125,CUST0415,ITM12955,2024-09-22,5,178.18,890.9,Fulfilled
SO04126,CUST0474,ITM10220,2024-12-08,6,196.94,1181.64,Fulfilled
SO04127,CUST0105,ITM12895,2024-02-26,6,176.27,1057.62,Fulfilled
SO04128,CUST0466,ITM12849,2024-06-05,13,63.76,828.88,Fulfilled
SO04129,CUST0402,ITM11166,2024-05-15,20,121.26,2425.2,Fulfilled
SO04130,CUST0241,ITM13201,2024-01-14,11,199.89,2198.79,Fulfilled
SO04131,CUST0468,ITM12369,2024-01-18,24,133.24,3197.76,Fulfilled
SO04132,CUST0391,ITM11661,2024-07-27,2,176.2,352.4,Fulfilled
SO04133,CUST0081,ITM11441,2024-11-02,24,27.47,659.28,Fulfilled
SO04134,CUST0115,ITM10618,2024-02-21,1,164.71,164.71,Fulfilled
SO04135,CUST0058,ITM10003,2024-02-17,14,31.1,435.4,Cancelled
SO04136,CUST0439,ITM11137,2024-08-31,15,108.47,1627.05,Cancelled
SO04137,CUST0309,ITM11727,2024-10-01,15,116.94,1754.1,Fulfilled
SO04138,CUST0241,ITM12002,2024-11-22,1,169.02,169.02,Fulfilled
SO04139,CUST0277,ITM10152,2024-05-11,5,83.58,417.9,Fulfilled
SO04140,CUST0050,ITM10054,2024-07-06,20,139.73,2794.6,Fulfilled
SO04141,CUST0437,ITM10154,2024-09-01,16,92.42,1478.72,Fulfilled
SO04142,CUST0264,ITM12158,2024-10-19,7,10.72,75.04,Fulfilled
SO04143,CUST0043,ITM11461,2024-03-07,5,185.93,929.65,Fulfilled
SO04144,CUST0455,ITM10877,2024-02-18,23,87.08,2002.84,Fulfilled
SO04145,CUST0129,ITM12027,2024-11-10,4,23.21,92.84,Fulfilled
SO04146,CUST0169,ITM11653,2024-04-04,24,75.96,1823.04,Fulfilled
SO04147,CUST0267,ITM12391,2024-12-29,15,72.85,1092.75,Fulfilled
SO04148,CUST0137,ITM10769,2024-09-21,19,157.87,2999.53,Cancelled
SO04149,CUST0339,ITM10272,2024-03-08,11,149.9,1648.9,Fulfilled
SO04150,CUST0436,ITM10255,2024-03-15,19,120.76,2294.44,Fulfilled
SO04151,CUST0198,ITM12325,2024-01-18,24,68.63,1647.12,Backordered
SO04152,CUST0094,ITM12994,2024-11-19,2,189.02,378.04,Fulfilled
SO04153,CUST0428,ITM10600,2024-01-08,5,57.51,287.55,Fulfilled
SO04154,CUST0006,ITM11795,2024-05-01,6,177.16,1062.96,Fulfilled
SO04155,CUST0177,ITM12135,2024-10-19,16,45.62,729.92,Fulfilled
SO04156,CUST0498,ITM12987,2024-04-06,21,197.73,4152.33,Fulfilled
SO04157,CUST0110,ITM10491,2024-10-22,13,163.36,2123.68,Fulfilled
SO04158,CUST0226,ITM12656,2024-08-20,20,159.0,3180.0,Fulfilled
SO04159,CUST0394,ITM12303,2024-03-01,24,90.15,2163.6,Fulfilled
SO04160,CUST0457,ITM12474,2024-09-20,11,164.35,1807.85,Fulfilled
SO04161,CUST0447,ITM10400,2024-04-05,9,124.3,1118.7,Fulfilled
SO04162,CUST0340,ITM10933,2024-09-06,25,178.88,4472.0,Fulfilled
SO04163,CUST0391,ITM10617,2024-02-19,22,121.91,2682.02,Fulfilled
SO04164,CUST0188,ITM10967,2024-09-22,9,182.07,1638.63,Fulfilled
SO04165,CUST0279,ITM12560,2024-08-06,21,188.73,3963.33,Fulfilled
SO04166,CUST0235,ITM10028,2024-03-05,4,167.02,668.08,Fulfilled
SO04167,CUST0152,ITM11137,2024-02-26,4,108.47,433.88,Fulfilled
SO04168,CUST0224,ITM11062,2024-03-05,12,15.44,185.28,Fulfilled
SO04169,CUST0498,ITM12702,2024-10-10,3,189.43,568.29,Backordered
SO04170,CUST0482,ITM12380,2024-09-15,6,27.88,167.28,Fulfilled
SO04171,CUST0349,ITM10346,2024-09-18,7,186.02,1302.14,Fulfilled
SO04172,CUST0376,ITM10018,2024-04-23,25,46.79,1169.75,Fulfilled
SO04173,CUST0078,ITM11555,2024-06-30,17,193.25,3285.25,Fulfilled
SO04174,CUST0410,ITM10354,2024-10-15,17,192.69,3275.73,Fulfilled
SO04175,CUST0356,ITM10880,2024-09-29,12,68.93,827.16,Fulfilled
SO04176,CUST0052,ITM10731,2024-09-28,6,46.68,280.08,Fulfilled
SO04177,CUST0440,ITM12509,2024-12-14,6,137.45,824.7,Fulfilled
SO04178,CUST0385,ITM10702,2024-11-12,8,189.73,1517.84,Fulfilled
SO04179,CUST0313,ITM12559,2024-03-18,18,140.49,2528.82,Backordered
SO04180,CUST0492,ITM12629,2024-08-05,7,93.29,653.03,Fulfilled
SO04181,CUST0268,ITM12186,2024-07-24,10,158.59,1585.9,Fulfilled
SO04182,CUST0070,ITM12595,2024-08-03,16,26.06,416.96,Fulfilled
SO04183,CUST0363,ITM10475,2024-06-02,1,118.26,118.26,Fulfilled
SO04184,CUST0473,ITM10991,2024-10-11,22,140.86,3098.92,Fulfilled
SO04185,CUST0031,ITM11337,2024-11-09,20,199.46,3989.2,Backordered
SO04186,CUST0422,ITM12616,2024-07-29,5,78.81,394.05,Fulfilled
SO04187,CUST0500,ITM10415,2024-03-23,25,121.62,3040.5,Cancelled
SO04188,CUST0331,ITM11526,2024-05-04,13,144.17,1874.21,Fulfilled
SO04189,CUST0128,ITM10485,2024-08-02,13,109.64,1425.32,Fulfilled
SO04190,CUST0486,ITM10983,2024-06-28,3,118.07,354.21,Fulfilled
SO04191,CUST0064,ITM11311,2024-05-21,5,132.11,660.55,Backordered
SO04192,CUST0228,ITM11936,2024-10-26,22,111.07,2443.54,Fulfilled
SO04193,CUST0168,ITM11683,2024-03-13,22,57.52,1265.44,Fulfilled
SO04194,CUST0160,ITM11138,2024-01-06,21,12.22,256.62,Fulfilled
SO04195,CUST0307,ITM10540,2024-09-25,4,92.61,370.44,Fulfilled
SO04196,CUST0153,ITM12692,2024-08-29,8,115.45,923.6,Fulfilled
SO04197,CUST0233,ITM10800,2024-03-04,18,195.81,3524.58,Fulfilled
SO04198,CUST0387,ITM12078,2024-03-19,3,32.8,98.4,Backordered
SO04199,CUST0021,ITM12587,2024-06-23,9,142.61,1283.49,Backordered
SO04200,CUST0239,ITM12545,2024-07-14,9,159.77,1437.93,Fulfilled
SO04201,CUST0364,ITM11976,2024-08-06,19,137.78,2617.82,Fulfilled
SO04202,CUST0116,ITM13160,2024-12-20,16,19.68,314.88,Fulfilled
SO04203,CUST0375,ITM10839,2024-09-24,4,14.0,56.0,Fulfilled
SO04204,CUST0124,ITM11676,2024-11-04,20,80.4,1608.0,Fulfilled
SO04205,CUST0494,ITM10378,2024-12-06,16,12.19,195.04,Fulfilled
SO04206,CUST0054,ITM11485,2024-08-09,14,173.54,2429.56,Fulfilled
SO04207,CUST0464,ITM11865,2024-05-23,24,154.3,3703.2,Fulfilled
SO04208,CUST0215,ITM10189,2024-05-08,21,98.29,2064.09,Fulfilled
SO04209,CUST0043,ITM10708,2024-12-07,9,57.01,513.09,Cancelled
SO04210,CUST0249,ITM11091,2024-01-07,4,75.3,301.2,Fulfilled
SO04211,CUST0303,ITM10104,2024-05-04,19,108.42,2059.98,Fulfilled
SO04212,CUST0400,ITM11075,2024-08-10,22,72.35,1591.7,Fulfilled
SO04213,CUST0429,ITM10346,2024-12-28,16,186.02,2976.32,Fulfilled
SO04214,CUST0446,ITM10112,2024-10-16,13,168.99,2196.87,Fulfilled
SO04215,CUST0056,ITM11818,2024-12-07,13,169.31,2201.03,Fulfilled
SO04216,CUST0295,ITM10959,2024-10-29,21,13.73,288.33,Backordered
SO04217,CUST0123,ITM10312,2024-02-18,4,171.2,684.8,Backordered
SO04218,CUST0463,ITM11552,2024-07-03,19,189.79,3606.01,Fulfilled
SO04219,CUST0368,ITM10523,2024-11-05,14,188.19,2634.66,Fulfilled
SO04220,CUST0226,ITM12164,2024-01-21,12,119.82,1437.84,Fulfilled
SO04221,CUST0020,ITM11302,2024-08-23,19,148.07,2813.33,Fulfilled
SO04222,CUST0222,ITM11530,2024-07-23,21,186.2,3910.2,Fulfilled
SO04223,CUST0093,ITM10974,2024-12-08,1,72.39,72.39,Fulfilled
SO04224,CUST0051,ITM12359,2024-01-13,21,40.86,858.06,Backordered
SO04225,CUST0374,ITM12800,2024-05-29,14,193.56,2709.84,Fulfilled
SO04226,CUST0350,ITM10682,2024-08-21,9,82.94,746.46,Fulfilled
SO04227,CUST0128,ITM11779,2024-06-25,12,163.29,1959.48,Cancelled
SO04228,CUST0167,ITM11159,2024-05-21,15,102.0,1530.0,Fulfilled
SO04229,CUST0135,ITM10597,2024-08-22,23,135.91,3125.93,Cancelled
SO04230,CUST0443,ITM13060,2024-03-23,7,46.02,322.14,Fulfilled
SO04231,CUST0206,ITM10681,2024-10-07,21,45.38,952.98,Fulfilled
SO04232,CUST0433,ITM13147,2024-06-27,25,117.3,2932.5,Fulfilled
SO04233,CUST0316,ITM12010,2024-09-12,3,77.9,233.7,Fulfilled
SO04234,CUST0495,ITM12430,2024-10-02,24,111.0,2664.0,Fulfilled
SO04235,CUST0052,ITM11292,2024-04-26,11,191.47,2106.17,Fulfilled
SO04236,CUST0319,ITM12672,2024-02-16,21,119.88,2517.48,Fulfilled
